dataset,filename,label
PTB_XL,records500_02000_02410_hr.out,OCSVM
PTB_XL,records500_02000_02411_hr.out,MP
PTB_XL,records500_02000_02412_hr.out,IFOREST
PTB_XL,records500_02000_02413_hr.out,HBOS
PTB_XL,records500_02000_02414_hr.out,MP
PTB_XL,records500_02000_02415_hr.out,OCSVM
PTB_XL,records500_02000_02416_hr.out,OCSVM
PTB_XL,records500_02000_02417_hr.out,OCSVM
PTB_XL,records500_02000_02418_hr.out,PCA
PTB_XL,records500_02000_02419_hr.out,OCSVM
PTB_XL,records500_02000_02420_hr.out,OCSVM
PTB_XL,records500_02000_02421_hr.out,HBOS
PTB_XL,records500_02000_02422_hr.out,OCSVM
PTB_XL,records500_02000_02423_hr.out,OCSVM
PTB_XL,records500_02000_02424_hr.out,OCSVM
PTB_XL,records500_02000_02425_hr.out,OCSVM
PTB_XL,records500_02000_02426_hr.out,OCSVM
PTB_XL,records500_02000_02427_hr.out,OCSVM
PTB_XL,records500_02000_02428_hr.out,OCSVM
PTB_XL,records500_02000_02429_hr.out,OCSVM
PTB_XL,records500_02000_02430_hr.out,MP
PTB_XL,records500_02000_02431_hr.out,OCSVM
PTB_XL,records500_02000_02432_hr.out,IFOREST
PTB_XL,records500_02000_02433_hr.out,OCSVM
PTB_XL,records500_02000_02434_hr.out,OCSVM
PTB_XL,records500_02000_02435_hr.out,OCSVM
PTB_XL,records500_02000_02436_hr.out,OCSVM
PTB_XL,records500_02000_02437_hr.out,OCSVM
PTB_XL,records500_02000_02438_hr.out,OCSVM
PTB_XL,records500_02000_02439_hr.out,OCSVM
PTB_XL,records500_02000_02440_hr.out,HBOS
PTB_XL,records500_02000_02441_hr.out,HBOS
PTB_XL,records500_02000_02442_hr.out,OCSVM
PTB_XL,records500_02000_02443_hr.out,OCSVM
PTB_XL,records500_02000_02444_hr.out,OCSVM
PTB_XL,records500_02000_02445_hr.out,MP
PTB_XL,records500_02000_02446_hr.out,MP
PTB_XL,records500_02000_02447_hr.out,OCSVM
PTB_XL,records500_02000_02448_hr.out,MP
PTB_XL,records500_02000_02449_hr.out,OCSVM
PTB_XL,records500_02000_02450_hr.out,OCSVM
PTB_XL,records500_02000_02451_hr.out,OCSVM
PTB_XL,records500_02000_02452_hr.out,PCA
PTB_XL,records500_02000_02453_hr.out,PCA
PTB_XL,records500_02000_02454_hr.out,OCSVM
PTB_XL,records500_02000_02455_hr.out,HBOS
PTB_XL,records500_02000_02456_hr.out,OCSVM
PTB_XL,records500_02000_02457_hr.out,NORMA
PTB_XL,records500_02000_02458_hr.out,MP
PTB_XL,records500_02000_02459_hr.out,MP
PTB_XL,records500_02000_02460_hr.out,MP
PTB_XL,records500_02000_02461_hr.out,MP
PTB_XL,records500_02000_02462_hr.out,OCSVM
PTB_XL,records500_02000_02463_hr.out,MP
PTB_XL,records500_02000_02464_hr.out,OCSVM
PTB_XL,records500_02000_02465_hr.out,HBOS
PTB_XL,records500_02000_02466_hr.out,NORMA
PTB_XL,records500_02000_02467_hr.out,PCA
PTB_XL,records500_02000_02468_hr.out,PCA
PTB_XL,records500_02000_02469_hr.out,MP
PTB_XL,records500_02000_02470_hr.out,PCA
PTB_XL,records500_02000_02471_hr.out,OCSVM
PTB_XL,records500_02000_02472_hr.out,OCSVM
PTB_XL,records500_02000_02473_hr.out,LOF
PTB_XL,records500_02000_02474_hr.out,PCA
PTB_XL,records500_02000_02475_hr.out,OCSVM
PTB_XL,records500_02000_02476_hr.out,OCSVM
PTB_XL,records500_02000_02477_hr.out,OCSVM
PTB_XL,records500_02000_02478_hr.out,OCSVM
PTB_XL,records500_02000_02479_hr.out,OCSVM
PTB_XL,records500_02000_02480_hr.out,MP
PTB_XL,records500_02000_02481_hr.out,OCSVM
PTB_XL,records500_02000_02482_hr.out,HBOS
PTB_XL,records500_02000_02483_hr.out,PCA
PTB_XL,records500_02000_02484_hr.out,IFOREST
PTB_XL,records500_02000_02485_hr.out,PCA
PTB_XL,records500_02000_02486_hr.out,MP
PTB_XL,records500_02000_02487_hr.out,OCSVM
PTB_XL,records500_02000_02488_hr.out,OCSVM
PTB_XL,records500_02000_02489_hr.out,MP
PTB_XL,records500_02000_02490_hr.out,OCSVM
PTB_XL,records500_02000_02491_hr.out,HBOS
PTB_XL,records500_02000_02492_hr.out,OCSVM
PTB_XL,records500_02000_02493_hr.out,OCSVM
PTB_XL,records500_02000_02494_hr.out,OCSVM
PTB_XL,records500_02000_02495_hr.out,OCSVM
PTB_XL,records500_02000_02496_hr.out,MP
PTB_XL,records500_02000_02497_hr.out,PCA
PTB_XL,records500_02000_02498_hr.out,HBOS
PTB_XL,records500_02000_02499_hr.out,OCSVM
PTB_XL,records500_02000_02500_hr.out,PCA
PTB_XL,records500_02000_02501_hr.out,HBOS
PTB_XL,records500_02000_02502_hr.out,OCSVM
PTB_XL,records500_02000_02503_hr.out,OCSVM
PTB_XL,records500_02000_02504_hr.out,OCSVM
PTB_XL,records500_02000_02505_hr.out,OCSVM
PTB_XL,records500_02000_02507_hr.out,OCSVM
PTB_XL,records500_02000_02508_hr.out,HBOS
PTB_XL,records500_02000_02509_hr.out,HBOS
PTB_XL,records500_02000_02510_hr.out,OCSVM
PTB_XL,records500_02000_02512_hr.out,OCSVM
PTB_XL,records500_02000_02513_hr.out,OCSVM
PTB_XL,records500_02000_02514_hr.out,OCSVM
PTB_XL,records500_02000_02515_hr.out,PCA
PTB_XL,records500_02000_02516_hr.out,OCSVM
PTB_XL,records500_02000_02517_hr.out,HBOS
PTB_XL,records500_02000_02518_hr.out,OCSVM
PTB_XL,records500_02000_02519_hr.out,OCSVM
PTB_XL,records500_02000_02520_hr.out,PCA
PTB_XL,records500_02000_02521_hr.out,OCSVM
PTB_XL,records500_02000_02522_hr.out,OCSVM
PTB_XL,records500_02000_02523_hr.out,MP
PTB_XL,records500_02000_02524_hr.out,OCSVM
PTB_XL,records500_02000_02525_hr.out,OCSVM
PTB_XL,records500_02000_02526_hr.out,OCSVM
PTB_XL,records500_02000_02527_hr.out,OCSVM
PTB_XL,records500_02000_02528_hr.out,MP
PTB_XL,records500_02000_02529_hr.out,OCSVM
PTB_XL,records500_02000_02530_hr.out,OCSVM
PTB_XL,records500_02000_02531_hr.out,OCSVM
PTB_XL,records500_02000_02532_hr.out,PCA
PTB_XL,records500_02000_02533_hr.out,MP
PTB_XL,records500_02000_02534_hr.out,LOF
PTB_XL,records500_02000_02535_hr.out,PCA
PTB_XL,records500_02000_02536_hr.out,PCA
PTB_XL,records500_02000_02537_hr.out,OCSVM
PTB_XL,records500_02000_02538_hr.out,PCA
PTB_XL,records500_02000_02539_hr.out,PCA
PTB_XL,records500_02000_02540_hr.out,OCSVM
PTB_XL,records500_02000_02541_hr.out,MP
PTB_XL,records500_02000_02542_hr.out,OCSVM
PTB_XL,records500_02000_02543_hr.out,HBOS
PTB_XL,records500_02000_02544_hr.out,NORMA
PTB_XL,records500_02000_02545_hr.out,OCSVM
PTB_XL,records500_02000_02546_hr.out,OCSVM
PTB_XL,records500_02000_02547_hr.out,PCA
PTB_XL,records500_02000_02548_hr.out,IFOREST
PTB_XL,records500_02000_02549_hr.out,MP
PTB_XL,records500_02000_02550_hr.out,MP
PTB_XL,records500_02000_02551_hr.out,OCSVM
PTB_XL,records500_02000_02552_hr.out,MP
PTB_XL,records500_02000_02553_hr.out,OCSVM
PTB_XL,records500_02000_02554_hr.out,MP
PTB_XL,records500_02000_02555_hr.out,HBOS
PTB_XL,records500_02000_02556_hr.out,IFOREST
PTB_XL,records500_02000_02557_hr.out,PCA
PTB_XL,records500_02000_02558_hr.out,LOF
PTB_XL,records500_02000_02559_hr.out,OCSVM
PTB_XL,records500_02000_02560_hr.out,OCSVM
PTB_XL,records500_02000_02561_hr.out,OCSVM
PTB_XL,records500_02000_02562_hr.out,OCSVM
PTB_XL,records500_02000_02563_hr.out,PCA
PTB_XL,records500_02000_02564_hr.out,PCA
PTB_XL,records500_02000_02565_hr.out,HBOS
PTB_XL,records500_02000_02566_hr.out,OCSVM
PTB_XL,records500_02000_02567_hr.out,PCA
PTB_XL,records500_02000_02568_hr.out,PCA
PTB_XL,records500_02000_02569_hr.out,HBOS
PTB_XL,records500_02000_02570_hr.out,OCSVM
PTB_XL,records500_02000_02571_hr.out,LOF
PTB_XL,records500_02000_02572_hr.out,PCA
PTB_XL,records500_02000_02573_hr.out,HBOS
PTB_XL,records500_02000_02574_hr.out,PCA
PTB_XL,records500_02000_02575_hr.out,OCSVM
PTB_XL,records500_02000_02576_hr.out,NORMA
PTB_XL,records500_02000_02577_hr.out,PCA
PTB_XL,records500_02000_02578_hr.out,NORMA
PTB_XL,records500_02000_02579_hr.out,HBOS
PTB_XL,records500_02000_02580_hr.out,PCA
PTB_XL,records500_02000_02581_hr.out,NORMA
PTB_XL,records500_02000_02582_hr.out,HBOS
PTB_XL,records500_02000_02583_hr.out,PCA
PTB_XL,records500_02000_02584_hr.out,MP
PTB_XL,records500_02000_02585_hr.out,PCA
PTB_XL,records500_02000_02586_hr.out,PCA
PTB_XL,records500_02000_02587_hr.out,PCA
PTB_XL,records500_02000_02588_hr.out,OCSVM
PTB_XL,records500_02000_02589_hr.out,OCSVM
PTB_XL,records500_02000_02590_hr.out,OCSVM
PTB_XL,records500_02000_02591_hr.out,NORMA
PTB_XL,records500_02000_02592_hr.out,OCSVM
PTB_XL,records500_02000_02593_hr.out,OCSVM
PTB_XL,records500_02000_02594_hr.out,OCSVM
PTB_XL,records500_02000_02595_hr.out,HBOS
PTB_XL,records500_02000_02596_hr.out,OCSVM
PTB_XL,records500_02000_02597_hr.out,IFOREST
PTB_XL,records500_02000_02598_hr.out,OCSVM
PTB_XL,records500_02000_02599_hr.out,OCSVM
PTB_XL,records500_02000_02600_hr.out,OCSVM
PTB_XL,records500_02000_02601_hr.out,OCSVM
PTB_XL,records500_02000_02602_hr.out,OCSVM
PTB_XL,records500_02000_02603_hr.out,LOF
PTB_XL,records500_02000_02604_hr.out,OCSVM
PTB_XL,records500_02000_02605_hr.out,PCA
PTB_XL,records500_02000_02606_hr.out,OCSVM
PTB_XL,records500_02000_02607_hr.out,OCSVM
PTB_XL,records500_02000_02608_hr.out,OCSVM
PTB_XL,records500_02000_02609_hr.out,OCSVM
PTB_XL,records500_02000_02610_hr.out,OCSVM
PTB_XL,records500_02000_02611_hr.out,OCSVM
PTB_XL,records500_02000_02612_hr.out,OCSVM
PTB_XL,records500_02000_02613_hr.out,OCSVM
PTB_XL,records500_02000_02614_hr.out,OCSVM
PTB_XL,records500_02000_02615_hr.out,MP
PTB_XL,records500_02000_02616_hr.out,OCSVM
PTB_XL,records500_02000_02617_hr.out,OCSVM
PTB_XL,records500_02000_02618_hr.out,PCA
PTB_XL,records500_02000_02619_hr.out,OCSVM
PTB_XL,records500_02000_02620_hr.out,HBOS
PTB_XL,records500_02000_02621_hr.out,MP
PTB_XL,records500_02000_02622_hr.out,PCA
PTB_XL,records500_02000_02623_hr.out,NORMA
PTB_XL,records500_02000_02624_hr.out,OCSVM
PTB_XL,records500_02000_02625_hr.out,OCSVM
PTB_XL,records500_02000_02626_hr.out,HBOS
PTB_XL,records500_02000_02627_hr.out,MP
PTB_XL,records500_02000_02628_hr.out,LOF
PTB_XL,records500_02000_02629_hr.out,PCA
PTB_XL,records500_02000_02630_hr.out,HBOS
PTB_XL,records500_02000_02631_hr.out,HBOS
PTB_XL,records500_02000_02632_hr.out,OCSVM
PTB_XL,records500_02000_02633_hr.out,NORMA
PTB_XL,records500_02000_02634_hr.out,PCA
PTB_XL,records500_02000_02635_hr.out,OCSVM
PTB_XL,records500_02000_02636_hr.out,OCSVM
PTB_XL,records500_02000_02637_hr.out,OCSVM
PTB_XL,records500_02000_02638_hr.out,OCSVM
PTB_XL,records500_02000_02639_hr.out,OCSVM
PTB_XL,records500_02000_02640_hr.out,MP
PTB_XL,records500_02000_02641_hr.out,LOF
PTB_XL,records500_02000_02642_hr.out,PCA
PTB_XL,records500_02000_02643_hr.out,OCSVM
PTB_XL,records500_02000_02644_hr.out,OCSVM
PTB_XL,records500_02000_02645_hr.out,OCSVM
PTB_XL,records500_02000_02646_hr.out,OCSVM
PTB_XL,records500_02000_02647_hr.out,PCA
PTB_XL,records500_02000_02648_hr.out,PCA
PTB_XL,records500_02000_02649_hr.out,HBOS
PTB_XL,records500_02000_02650_hr.out,PCA
PTB_XL,records500_02000_02651_hr.out,OCSVM
PTB_XL,records500_02000_02652_hr.out,OCSVM
PTB_XL,records500_02000_02653_hr.out,OCSVM
PTB_XL,records500_02000_02654_hr.out,PCA
PTB_XL,records500_02000_02655_hr.out,PCA
PTB_XL,records500_02000_02656_hr.out,MP
PTB_XL,records500_02000_02657_hr.out,OCSVM
PTB_XL,records500_02000_02658_hr.out,OCSVM
PTB_XL,records500_02000_02659_hr.out,OCSVM
PTB_XL,records500_02000_02660_hr.out,OCSVM
PTB_XL,records500_02000_02661_hr.out,OCSVM
PTB_XL,records500_02000_02662_hr.out,OCSVM
PTB_XL,records500_02000_02663_hr.out,PCA
PTB_XL,records500_02000_02664_hr.out,LOF
PTB_XL,records500_02000_02665_hr.out,OCSVM
PTB_XL,records500_02000_02666_hr.out,OCSVM
PTB_XL,records500_02000_02667_hr.out,HBOS
PTB_XL,records500_02000_02668_hr.out,NORMA
PTB_XL,records500_02000_02669_hr.out,PCA
PTB_XL,records500_02000_02670_hr.out,NORMA
PTB_XL,records500_02000_02671_hr.out,PCA
PTB_XL,records500_02000_02672_hr.out,OCSVM
PTB_XL,records500_02000_02673_hr.out,PCA
PTB_XL,records500_02000_02674_hr.out,HBOS
PTB_XL,records500_02000_02675_hr.out,PCA
PTB_XL,records500_02000_02676_hr.out,LSTM
PTB_XL,records500_02000_02677_hr.out,OCSVM
PTB_XL,records500_02000_02678_hr.out,OCSVM
PTB_XL,records500_02000_02679_hr.out,OCSVM
PTB_XL,records500_02000_02680_hr.out,MP
PTB_XL,records500_02000_02681_hr.out,MP
PTB_XL,records500_02000_02682_hr.out,OCSVM
PTB_XL,records500_02000_02683_hr.out,OCSVM
PTB_XL,records500_02000_02684_hr.out,PCA
PTB_XL,records500_02000_02685_hr.out,OCSVM
PTB_XL,records500_02000_02686_hr.out,HBOS
PTB_XL,records500_02000_02687_hr.out,HBOS
PTB_XL,records500_02000_02688_hr.out,OCSVM
PTB_XL,records500_02000_02689_hr.out,OCSVM
PTB_XL,records500_02000_02690_hr.out,OCSVM
PTB_XL,records500_02000_02691_hr.out,OCSVM
PTB_XL,records500_02000_02692_hr.out,PCA
PTB_XL,records500_02000_02693_hr.out,PCA
PTB_XL,records500_02000_02694_hr.out,OCSVM
PTB_XL,records500_02000_02695_hr.out,OCSVM
PTB_XL,records500_02000_02696_hr.out,OCSVM
PTB_XL,records500_02000_02697_hr.out,OCSVM
PTB_XL,records500_02000_02698_hr.out,PCA
PTB_XL,records500_02000_02699_hr.out,HBOS
PTB_XL,records500_02000_02700_hr.out,HBOS
PTB_XL,records500_02000_02701_hr.out,OCSVM
PTB_XL,records500_02000_02702_hr.out,OCSVM
PTB_XL,records500_02000_02703_hr.out,OCSVM
PTB_XL,records500_02000_02704_hr.out,OCSVM
PTB_XL,records500_02000_02705_hr.out,PCA
PTB_XL,records500_02000_02706_hr.out,OCSVM
PTB_XL,records500_02000_02707_hr.out,OCSVM
PTB_XL,records500_02000_02708_hr.out,OCSVM
PTB_XL,records500_02000_02709_hr.out,PCA
PTB_XL,records500_02000_02710_hr.out,PCA
PTB_XL,records500_02000_02711_hr.out,OCSVM
PTB_XL,records500_02000_02712_hr.out,PCA
PTB_XL,records500_02000_02713_hr.out,PCA
PTB_XL,records500_02000_02714_hr.out,PCA
PTB_XL,records500_02000_02715_hr.out,MP
PTB_XL,records500_02000_02716_hr.out,PCA
PTB_XL,records500_02000_02717_hr.out,HBOS
PTB_XL,records500_02000_02718_hr.out,OCSVM
PTB_XL,records500_02000_02719_hr.out,LOF
PTB_XL,records500_02000_02720_hr.out,PCA
PTB_XL,records500_02000_02721_hr.out,OCSVM
PTB_XL,records500_02000_02722_hr.out,PCA
PTB_XL,records500_02000_02723_hr.out,MP
PTB_XL,records500_02000_02724_hr.out,PCA
PTB_XL,records500_02000_02725_hr.out,OCSVM
PTB_XL,records500_02000_02726_hr.out,OCSVM
PTB_XL,records500_02000_02727_hr.out,OCSVM
PTB_XL,records500_02000_02728_hr.out,OCSVM
PTB_XL,records500_02000_02729_hr.out,LOF
PTB_XL,records500_02000_02730_hr.out,PCA
PTB_XL,records500_02000_02731_hr.out,OCSVM
PTB_XL,records500_02000_02732_hr.out,OCSVM
PTB_XL,records500_02000_02733_hr.out,NORMA
PTB_XL,records500_02000_02734_hr.out,PCA
PTB_XL,records500_02000_02735_hr.out,MP
PTB_XL,records500_02000_02736_hr.out,OCSVM
PTB_XL,records500_02000_02737_hr.out,IFOREST
PTB_XL,records500_02000_02738_hr.out,LOF
PTB_XL,records500_02000_02739_hr.out,NORMA
PTB_XL,records500_02000_02740_hr.out,LOF
PTB_XL,records500_02000_02741_hr.out,MP
PTB_XL,records500_02000_02742_hr.out,PCA
PTB_XL,records500_02000_02743_hr.out,PCA
PTB_XL,records500_02000_02744_hr.out,NORMA
PTB_XL,records500_02000_02745_hr.out,LOF
PTB_XL,records500_02000_02746_hr.out,LSTM
PTB_XL,records500_02000_02747_hr.out,OCSVM
PTB_XL,records500_02000_02748_hr.out,MP
PTB_XL,records500_02000_02749_hr.out,PCA
PTB_XL,records500_02000_02750_hr.out,PCA
PTB_XL,records500_02000_02751_hr.out,PCA
PTB_XL,records500_02000_02752_hr.out,PCA
PTB_XL,records500_02000_02753_hr.out,OCSVM
PTB_XL,records500_02000_02754_hr.out,PCA
PTB_XL,records500_02000_02755_hr.out,NORMA
PTB_XL,records500_02000_02756_hr.out,OCSVM
PTB_XL,records500_02000_02757_hr.out,PCA
PTB_XL,records500_02000_02758_hr.out,OCSVM
PTB_XL,records500_02000_02759_hr.out,OCSVM
PTB_XL,records500_02000_02760_hr.out,NORMA
PTB_XL,records500_02000_02761_hr.out,HBOS
PTB_XL,records500_02000_02762_hr.out,PCA
PTB_XL,records500_02000_02763_hr.out,OCSVM
PTB_XL,records500_02000_02764_hr.out,OCSVM
PTB_XL,records500_02000_02765_hr.out,MP
PTB_XL,records500_02000_02766_hr.out,HBOS
PTB_XL,records500_02000_02767_hr.out,MP
PTB_XL,records500_02000_02768_hr.out,OCSVM
PTB_XL,records500_02000_02769_hr.out,MP
PTB_XL,records500_02000_02770_hr.out,OCSVM
PTB_XL,records500_02000_02771_hr.out,OCSVM
PTB_XL,records500_02000_02772_hr.out,OCSVM
PTB_XL,records500_02000_02773_hr.out,OCSVM
PTB_XL,records500_02000_02774_hr.out,HBOS
PTB_XL,records500_02000_02775_hr.out,OCSVM
PTB_XL,records500_02000_02776_hr.out,PCA
PTB_XL,records500_02000_02777_hr.out,OCSVM
PTB_XL,records500_02000_02778_hr.out,NORMA
PTB_XL,records500_02000_02779_hr.out,OCSVM
PTB_XL,records500_02000_02780_hr.out,MP
PTB_XL,records500_02000_02781_hr.out,OCSVM
PTB_XL,records500_02000_02782_hr.out,OCSVM
PTB_XL,records500_02000_02783_hr.out,OCSVM
PTB_XL,records500_02000_02784_hr.out,OCSVM
PTB_XL,records500_02000_02785_hr.out,OCSVM
PTB_XL,records500_02000_02786_hr.out,OCSVM
PTB_XL,records500_02000_02787_hr.out,IFOREST
PTB_XL,records500_02000_02788_hr.out,OCSVM
PTB_XL,records500_02000_02789_hr.out,PCA
PTB_XL,records500_02000_02790_hr.out,OCSVM
PTB_XL,records500_02000_02791_hr.out,OCSVM
PTB_XL,records500_02000_02792_hr.out,PCA
PTB_XL,records500_02000_02793_hr.out,MP
PTB_XL,records500_02000_02794_hr.out,OCSVM
PTB_XL,records500_02000_02795_hr.out,OCSVM
PTB_XL,records500_02000_02796_hr.out,OCSVM
PTB_XL,records500_02000_02797_hr.out,PCA
PTB_XL,records500_02000_02798_hr.out,PCA
PTB_XL,records500_02000_02799_hr.out,IFOREST
PTB_XL,records500_02000_02800_hr.out,PCA
PTB_XL,records500_02000_02801_hr.out,OCSVM
PTB_XL,records500_02000_02802_hr.out,OCSVM
PTB_XL,records500_02000_02803_hr.out,OCSVM
PTB_XL,records500_02000_02804_hr.out,MP
PTB_XL,records500_02000_02805_hr.out,NORMA
PTB_XL,records500_02000_02806_hr.out,OCSVM
PTB_XL,records500_02000_02807_hr.out,OCSVM
PTB_XL,records500_02000_02808_hr.out,MP
PTB_XL,records500_02000_02809_hr.out,PCA
PTB_XL,records500_02000_02810_hr.out,MP
PTB_XL,records500_02000_02811_hr.out,OCSVM
PTB_XL,records500_02000_02812_hr.out,OCSVM
PTB_XL,records500_02000_02813_hr.out,HBOS
PTB_XL,records500_02000_02814_hr.out,NORMA
PTB_XL,records500_02000_02815_hr.out,PCA
PTB_XL,records500_02000_02816_hr.out,OCSVM
PTB_XL,records500_02000_02817_hr.out,PCA
PTB_XL,records500_02000_02818_hr.out,PCA
PTB_XL,records500_02000_02819_hr.out,OCSVM
PTB_XL,records500_02000_02820_hr.out,OCSVM
PTB_XL,records500_02000_02821_hr.out,OCSVM
PTB_XL,records500_02000_02822_hr.out,OCSVM
PTB_XL,records500_02000_02823_hr.out,OCSVM
PTB_XL,records500_02000_02824_hr.out,OCSVM
PTB_XL,records500_02000_02825_hr.out,OCSVM
PTB_XL,records500_02000_02826_hr.out,HBOS
PTB_XL,records500_02000_02827_hr.out,PCA
PTB_XL,records500_02000_02828_hr.out,LOF
PTB_XL,records500_02000_02829_hr.out,OCSVM
PTB_XL,records500_02000_02830_hr.out,OCSVM
PTB_XL,records500_02000_02831_hr.out,OCSVM
PTB_XL,records500_02000_02832_hr.out,OCSVM
PTB_XL,records500_02000_02833_hr.out,OCSVM
PTB_XL,records500_02000_02834_hr.out,PCA
PTB_XL,records500_02000_02835_hr.out,OCSVM
PTB_XL,records500_02000_02836_hr.out,OCSVM
PTB_XL,records500_02000_02837_hr.out,PCA
PTB_XL,records500_02000_02838_hr.out,OCSVM
PTB_XL,records500_02000_02839_hr.out,OCSVM
PTB_XL,records500_02000_02840_hr.out,OCSVM
PTB_XL,records500_02000_02841_hr.out,OCSVM
PTB_XL,records500_02000_02842_hr.out,OCSVM
PTB_XL,records500_02000_02843_hr.out,PCA
PTB_XL,records500_02000_02844_hr.out,IFOREST
PTB_XL,records500_02000_02845_hr.out,OCSVM
PTB_XL,records500_02000_02846_hr.out,PCA
PTB_XL,records500_02000_02847_hr.out,OCSVM
PTB_XL,records500_02000_02848_hr.out,OCSVM
PTB_XL,records500_02000_02849_hr.out,PCA
PTB_XL,records500_02000_02850_hr.out,OCSVM
PTB_XL,records500_02000_02851_hr.out,OCSVM
PTB_XL,records500_02000_02852_hr.out,OCSVM
PTB_XL,records500_02000_02853_hr.out,OCSVM
PTB_XL,records500_02000_02854_hr.out,OCSVM
PTB_XL,records500_02000_02855_hr.out,OCSVM
PTB_XL,records500_02000_02856_hr.out,MP
PTB_XL,records500_02000_02857_hr.out,OCSVM
PTB_XL,records500_02000_02858_hr.out,MP
PTB_XL,records500_02000_02859_hr.out,OCSVM
PTB_XL,records500_02000_02860_hr.out,OCSVM
PTB_XL,records500_02000_02861_hr.out,NORMA
PTB_XL,records500_02000_02862_hr.out,LOF
PTB_XL,records500_02000_02863_hr.out,PCA
PTB_XL,records500_02000_02864_hr.out,OCSVM
PTB_XL,records500_02000_02865_hr.out,NORMA
PTB_XL,records500_02000_02866_hr.out,OCSVM
PTB_XL,records500_02000_02867_hr.out,OCSVM
PTB_XL,records500_02000_02868_hr.out,NORMA
PTB_XL,records500_02000_02869_hr.out,PCA
PTB_XL,records500_02000_02870_hr.out,OCSVM
PTB_XL,records500_02000_02871_hr.out,MP
PTB_XL,records500_02000_02872_hr.out,OCSVM
PTB_XL,records500_02000_02873_hr.out,HBOS
PTB_XL,records500_02000_02874_hr.out,PCA
PTB_XL,records500_02000_02875_hr.out,OCSVM
PTB_XL,records500_02000_02876_hr.out,MP
PTB_XL,records500_02000_02877_hr.out,OCSVM
PTB_XL,records500_02000_02878_hr.out,PCA
PTB_XL,records500_02000_02879_hr.out,MP
PTB_XL,records500_02000_02880_hr.out,PCA
PTB_XL,records500_02000_02881_hr.out,OCSVM
PTB_XL,records500_02000_02882_hr.out,OCSVM
PTB_XL,records500_02000_02883_hr.out,OCSVM
PTB_XL,records500_02000_02884_hr.out,OCSVM
PTB_XL,records500_02000_02885_hr.out,MP
PTB_XL,records500_02000_02886_hr.out,OCSVM
PTB_XL,records500_02000_02887_hr.out,NORMA
PTB_XL,records500_02000_02888_hr.out,OCSVM
PTB_XL,records500_02000_02889_hr.out,MP
PTB_XL,records500_02000_02890_hr.out,PCA
PTB_XL,records500_02000_02891_hr.out,NORMA
PTB_XL,records500_02000_02892_hr.out,OCSVM
PTB_XL,records500_02000_02893_hr.out,OCSVM
PTB_XL,records500_02000_02894_hr.out,NORMA
PTB_XL,records500_02000_02895_hr.out,PCA
PTB_XL,records500_02000_02896_hr.out,MP
PTB_XL,records500_02000_02897_hr.out,OCSVM
PTB_XL,records500_02000_02898_hr.out,PCA
PTB_XL,records500_02000_02899_hr.out,PCA
PTB_XL,records500_02000_02900_hr.out,OCSVM
PTB_XL,records500_02000_02901_hr.out,HBOS
PTB_XL,records500_02000_02902_hr.out,PCA
PTB_XL,records500_02000_02903_hr.out,OCSVM
PTB_XL,records500_02000_02904_hr.out,OCSVM
PTB_XL,records500_02000_02905_hr.out,OCSVM
PTB_XL,records500_02000_02906_hr.out,MP
PTB_XL,records500_02000_02907_hr.out,OCSVM
PTB_XL,records500_02000_02908_hr.out,OCSVM
PTB_XL,records500_02000_02909_hr.out,HBOS
PTB_XL,records500_02000_02910_hr.out,OCSVM
PTB_XL,records500_02000_02911_hr.out,OCSVM
PTB_XL,records500_02000_02912_hr.out,OCSVM
PTB_XL,records500_02000_02913_hr.out,OCSVM
PTB_XL,records500_02000_02914_hr.out,OCSVM
PTB_XL,records500_02000_02915_hr.out,OCSVM
PTB_XL,records500_02000_02916_hr.out,OCSVM
PTB_XL,records500_02000_02917_hr.out,OCSVM
PTB_XL,records500_02000_02918_hr.out,MP
PTB_XL,records500_02000_02919_hr.out,MP
PTB_XL,records500_02000_02920_hr.out,IFOREST
PTB_XL,records500_02000_02921_hr.out,OCSVM
PTB_XL,records500_02000_02922_hr.out,OCSVM
PTB_XL,records500_02000_02923_hr.out,OCSVM
PTB_XL,records500_02000_02924_hr.out,PCA
PTB_XL,records500_02000_02925_hr.out,PCA
PTB_XL,records500_02000_02926_hr.out,OCSVM
PTB_XL,records500_02000_02927_hr.out,HBOS
PTB_XL,records500_02000_02928_hr.out,PCA
PTB_XL,records500_02000_02929_hr.out,OCSVM
PTB_XL,records500_02000_02930_hr.out,HBOS
PTB_XL,records500_02000_02931_hr.out,OCSVM
PTB_XL,records500_02000_02932_hr.out,OCSVM
PTB_XL,records500_02000_02933_hr.out,MP
PTB_XL,records500_02000_02934_hr.out,IFOREST
PTB_XL,records500_02000_02935_hr.out,OCSVM
PTB_XL,records500_02000_02936_hr.out,OCSVM
PTB_XL,records500_02000_02937_hr.out,PCA
PTB_XL,records500_02000_02938_hr.out,NORMA
PTB_XL,records500_02000_02939_hr.out,OCSVM
PTB_XL,records500_02000_02940_hr.out,OCSVM
PTB_XL,records500_02000_02941_hr.out,PCA
PTB_XL,records500_02000_02942_hr.out,OCSVM
PTB_XL,records500_02000_02943_hr.out,OCSVM
PTB_XL,records500_02000_02944_hr.out,LOF
PTB_XL,records500_02000_02945_hr.out,HBOS
PTB_XL,records500_02000_02946_hr.out,OCSVM
PTB_XL,records500_02000_02947_hr.out,OCSVM
